CARRIER,CONTRACT_TYPE,ELIGIBLE_GROUP,HEADCOUNT,INDUSTRY,PLAN_LEVEL,CATEGORY,SUB_CATEGORY,VALUE
INTER_POLSKA,INSURANCE,ALL_EMPLOYEES,0-150,OTHER,EXTENDED,OTHER_FEATURES,FAMILY_PACKAGE,NOT_INCLUDED
INTER_POLSKA,INSURANCE,ALL_EMPLOYEES,0-150,OTHER,EXTENDED,RATE_INFORMATION,PREMIUM_EMPLOYEE,234.5
INTER_POLSKA,INSURANCE,ALL_EMPLOYEES,0-150,OTHER,EXTENDED,RATE_INFORMATION,SURCHARGE_EMPLOYEE,0
INTER_POLSKA,INSURANCE,ALL_EMPLOYEES,0-150,OTHER,EXTENDED,RATE_INFORMATION,PREMIUM_PARTNER,444
INTER_POLSKA,INSURANCE,ALL_EMPLOYEES,0-150,OTHER,EXTENDED,RATE_INFORMATION,SURCHARGE_PARTNER,209.5
INTER_POLSKA,INSURANCE,ALL_EMPLOYEES,0-150,OTHER,EXTENDED,RATE_INFORMATION,PREMIUM_FAMILY,577.5
INTER_POLSKA,INSURANCE,ALL_EMPLOYEES,0-150,OTHER,EXTENDED,RATE_INFORMATION,SURCHARGE_FAMILY,343
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,BENEFITS_COVERAGE,SPECIALIST_CONSULTATION,HIGH
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,BENEFITS_COVERAGE,LAB_TEST,HIGH
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,BENEFITS_COVERAGE,DIAG_TEST,HIGH
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,BENEFITS_COVERAGE,HOME_VISIT,UNLIMITED
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,BENEFITS_COVERAGE,PHYSIOTHERAPY,LIMITED
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,BENEFITS_COVERAGE,DENTAL_TREATMENT,PC_1_49
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,BENEFITS_COVERAGE,DENTAL_SURGERY,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,BENEFITS_COVERAGE,VACCINATION,INFLUENZA_MORE
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,BENEFITS_COVERAGE,SPECIALIZED_OUTPATIENT,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,BENEFITS_COVERAGE,OUTPATIENT_SURGERY,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,BENEFITS_COVERAGE,INPATIENT,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,BENEFITS_COVERAGE,CHILDBIRTH,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,HEALTH_MANAGEMENT,CANCER_PREVENTION,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,HEALTH_MANAGEMENT,ROUTINE_TESTING,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,HEALTH_MANAGEMENT,HEALTHY_EATING,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,HEALTH_MANAGEMENT,OBESITY_DIABETES_PREVENTION,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,HEALTH_MANAGEMENT,PHYSICAL_ACTIVITY,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,HEALTH_MANAGEMENT,STRESS_MANAGEMENT,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,HEALTH_MANAGEMENT,SMOKING_CESSATION,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,HEALTH_MANAGEMENT,BACK_PAIN_PREVENTION,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,HEALTH_MANAGEMENT,OTHER_HEALTH_MGMT,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,OTHER_FEATURES,OCCUPATIONAL_MEDICINE,INCLUDED
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,OTHER_FEATURES,SSC_OPTIMIZATION,INCLUDED
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,OTHER_FEATURES,COST_REIMBURSEMENT,PC_70
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,OTHER_FEATURES,SENIOR_PACKAGE,INCLUDED
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,OTHER_FEATURES,EMPLOYER_CONTRIBUTION,PC_76_100
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,OTHER_FEATURES,FAMILY_PACKAGE,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,RATE_INFORMATION,PREMIUM_EMPLOYEE,63
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,RATE_INFORMATION,SURCHARGE_EMPLOYEE,1
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,RATE_INFORMATION,PREMIUM_PARTNER,116
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,RATE_INFORMATION,SURCHARGE_PARTNER,53
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,RATE_INFORMATION,PREMIUM_FAMILY,164
CM_MEDYK,SUBSCRIPTION,PRODUCTION_SALES,1000+,AUTOMOTIVE,EXTENDED,RATE_INFORMATION,SURCHARGE_FAMILY,101
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,BENEFITS_COVERAGE,SPECIALIST_CONSULTATION,HIGH
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,BENEFITS_COVERAGE,LAB_TEST,HIGH
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,BENEFITS_COVERAGE,DIAG_TEST,HIGH
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,BENEFITS_COVERAGE,HOME_VISIT,UNLIMITED
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,BENEFITS_COVERAGE,PHYSIOTHERAPY,UNLIMITED
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,BENEFITS_COVERAGE,DENTAL_TREATMENT,PC_50_99
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,BENEFITS_COVERAGE,DENTAL_SURGERY,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,BENEFITS_COVERAGE,VACCINATION,INFLUENZA_MORE
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,BENEFITS_COVERAGE,SPECIALIZED_OUTPATIENT,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,BENEFITS_COVERAGE,OUTPATIENT_SURGERY,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,BENEFITS_COVERAGE,INPATIENT,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,BENEFITS_COVERAGE,CHILDBIRTH,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,HEALTH_MANAGEMENT,CANCER_PREVENTION,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,HEALTH_MANAGEMENT,ROUTINE_TESTING,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,HEALTH_MANAGEMENT,HEALTHY_EATING,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,HEALTH_MANAGEMENT,OBESITY_DIABETES_PREVENTION,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,HEALTH_MANAGEMENT,PHYSICAL_ACTIVITY,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,HEALTH_MANAGEMENT,STRESS_MANAGEMENT,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,HEALTH_MANAGEMENT,SMOKING_CESSATION,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,HEALTH_MANAGEMENT,BACK_PAIN_PREVENTION,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,HEALTH_MANAGEMENT,OTHER_HEALTH_MGMT,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,OTHER_FEATURES,OCCUPATIONAL_MEDICINE,INCLUDED
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,OTHER_FEATURES,SSC_OPTIMIZATION,INCLUDED
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,OTHER_FEATURES,COST_REIMBURSEMENT,PC_70
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,OTHER_FEATURES,SENIOR_PACKAGE,INCLUDED
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,OTHER_FEATURES,EMPLOYER_CONTRIBUTION,PC_76_100
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,OTHER_FEATURES,FAMILY_PACKAGE,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,RATE_INFORMATION,PREMIUM_EMPLOYEE,104.5
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,RATE_INFORMATION,SURCHARGE_EMPLOYEE,1
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,RATE_INFORMATION,PREMIUM_PARTNER,255
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,RATE_INFORMATION,SURCHARGE_PARTNER,150.5
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,RATE_INFORMATION,PREMIUM_FAMILY,319
CM_MEDYK,SUBSCRIPTION,ADMINISTRATION_SPECIALISTS,1000+,AUTOMOTIVE,COMPLEX,RATE_INFORMATION,SURCHARGE_FAMILY,214.5
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,BENEFITS_COVERAGE,SPECIALIST_CONSULTATION,HIGH
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,BENEFITS_COVERAGE,LAB_TEST,HIGH
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,BENEFITS_COVERAGE,DIAG_TEST,HIGH
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,BENEFITS_COVERAGE,HOME_VISIT,UNLIMITED
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,BENEFITS_COVERAGE,PHYSIOTHERAPY,UNLIMITED
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,BENEFITS_COVERAGE,DENTAL_TREATMENT,PC_100
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,BENEFITS_COVERAGE,DENTAL_SURGERY,PC_100
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,BENEFITS_COVERAGE,VACCINATION,INFLUENZA_MORE
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,BENEFITS_COVERAGE,SPECIALIZED_OUTPATIENT,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,BENEFITS_COVERAGE,OUTPATIENT_SURGERY,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,BENEFITS_COVERAGE,INPATIENT,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,BENEFITS_COVERAGE,CHILDBIRTH,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,HEALTH_MANAGEMENT,CANCER_PREVENTION,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,HEALTH_MANAGEMENT,ROUTINE_TESTING,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,HEALTH_MANAGEMENT,HEALTHY_EATING,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,HEALTH_MANAGEMENT,OBESITY_DIABETES_PREVENTION,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,HEALTH_MANAGEMENT,PHYSICAL_ACTIVITY,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,HEALTH_MANAGEMENT,STRESS_MANAGEMENT,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,HEALTH_MANAGEMENT,SMOKING_CESSATION,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,HEALTH_MANAGEMENT,BACK_PAIN_PREVENTION,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,HEALTH_MANAGEMENT,OTHER_HEALTH_MGMT,NOT_INCLUDED
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,OTHER_FEATURES,OCCUPATIONAL_MEDICINE,INCLUDED
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,OTHER_FEATURES,SSC_OPTIMIZATION,INCLUDED
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,OTHER_FEATURES,COST_REIMBURSEMENT,PC_70
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,OTHER_FEATURES,SENIOR_PACKAGE,INCLUDED
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,OTHER_FEATURES,EMPLOYER_CONTRIBUTION,PC_76_100
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,OTHER_FEATURES,FAMILY_PACKAGE,INCLUDED
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,RATE_INFORMATION,PREMIUM_EMPLOYEE,245
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,RATE_INFORMATION,SURCHARGE_EMPLOYEE,1
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,RATE_INFORMATION,PREMIUM_PARTNER,512
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,RATE_INFORMATION,SURCHARGE_PARTNER,0
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,RATE_INFORMATION,PREMIUM_FAMILY,726
CM_MEDYK,SUBSCRIPTION,DIRECTORS,1000+,AUTOMOTIVE,COMPLEX,RATE_INFORMATION,SURCHARGE_FAMILY,0
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,BENEFITS_COVERAGE,SPECIALIST_CONSULTATION,HIGH
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,BENEFITS_COVERAGE,LAB_TEST,HIGH
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,BENEFITS_COVERAGE,DIAG_TEST,HIGH
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,BENEFITS_COVERAGE,HOME_VISIT,UNLIMITED
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,BENEFITS_COVERAGE,PHYSIOTHERAPY,UNLIMITED
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,BENEFITS_COVERAGE,DENTAL_TREATMENT,PC_50_99
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,BENEFITS_COVERAGE,DENTAL_SURGERY,PC_50_99
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,BENEFITS_COVERAGE,VACCINATION,INFLUENZA_MORE
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,BENEFITS_COVERAGE,SPECIALIZED_OUTPATIENT,NOT_INCLUDED
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,BENEFITS_COVERAGE,OUTPATIENT_SURGERY,NOT_INCLUDED
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,BENEFITS_COVERAGE,INPATIENT,NOT_INCLUDED
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,BENEFITS_COVERAGE,CHILDBIRTH,NOT_INCLUDED
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,HEALTH_MANAGEMENT,CANCER_PREVENTION,NOT_INCLUDED
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,HEALTH_MANAGEMENT,ROUTINE_TESTING,NOT_INCLUDED
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,HEALTH_MANAGEMENT,HEALTHY_EATING,NOT_INCLUDED
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,HEALTH_MANAGEMENT,OBESITY_DIABETES_PREVENTION,NOT_INCLUDED
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,HEALTH_MANAGEMENT,PHYSICAL_ACTIVITY,NOT_INCLUDED
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,HEALTH_MANAGEMENT,STRESS_MANAGEMENT,NOT_INCLUDED
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,HEALTH_MANAGEMENT,SMOKING_CESSATION,NOT_INCLUDED
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,HEALTH_MANAGEMENT,BACK_PAIN_PREVENTION,NOT_INCLUDED
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,HEALTH_MANAGEMENT,OTHER_HEALTH_MGMT,NOT_INCLUDED
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,OTHER_FEATURES,OCCUPATIONAL_MEDICINE,INCLUDED
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,OTHER_FEATURES,SSC_OPTIMIZATION,NOT_INCLUDED
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,OTHER_FEATURES,COST_REIMBURSEMENT,NOT_INCLUDED
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,OTHER_FEATURES,SENIOR_PACKAGE,INCLUDED
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,OTHER_FEATURES,EMPLOYER_CONTRIBUTION,PC_76_100
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,OTHER_FEATURES,FAMILY_PACKAGE,NOT_INCLUDED
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,RATE_INFORMATION,PREMIUM_EMPLOYEE,233.2
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,RATE_INFORMATION,SURCHARGE_EMPLOYEE,0
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,RATE_INFORMATION,PREMIUM_PARTNER,417.3
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,RATE_INFORMATION,SURCHARGE_PARTNER,184.1
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,RATE_INFORMATION,PREMIUM_FAMILY,577.2
LUX_MED,SUBSCRIPTION,ALL_EMPLOYEES,0-150,PHARMA_LIFE,COMPLEX,RATE_INFORMATION,SURCHARGE_FAMILY,344
LUX_MED,SUBSCRIPTION,BOARD_MEMBERS,0-150,PHARMA_LIFE,COMPLEX,BENEFITS_COVERAGE,SPECIALIST_CONSULTATION,HIGH
LUX_MED,SUBSCRIPTION,BOARD_MEMBERS,0-150,PHARMA_LIFE,COMPLEX,BENEFITS_COVERAGE,LAB_TEST,HIGH
LUX_MED,SUBSCRIPTION,BOARD_MEMBERS,0-150,PHARMA_LIFE,COMPLEX,BENEFITS_COVERAGE,DIAG_TEST,HIGH
LUX_MED,SUBSCRIPTION,BOARD_MEMBERS,0-150,PHARMA_LIFE,COMPLEX,BENEFITS_COVERAGE,HOME_VISIT,UNLIMITED
LUX_MED,SUBSCRIPTION,BOARD_MEMBERS,0-150,PHARMA_LIFE,COMPLEX,BENEFITS_COVERAGE,PHYSIOTHERAPY,UNLIMITED
LUX_MED,SUBSCRIPTION,BOARD_MEMBERS,0-150,PHARMA_LIFE,COMPLEX,BENEFITS_COVERAGE,DENTAL_TREATMENT,PC_100
LUX_MED,SUBSCRIPTION,BOARD_MEMBERS,0-150,PHARMA_LIFE,COMPLEX,BENEFITS_COVERAGE,DENTAL_SURGERY,PC_100
LUX_MED,SUBSCRIPTION,BOARD_MEMBERS,0-150,PHARMA_LIFE,COMPLEX,BENEFITS_COVERAGE,VACCINATION,INFLUENZA_MORE
LUX_MED,SUBSCRIPTION,BOARD_MEMBERS,0-150,PHARMA_LIFE,COMPLEX,BENEFITS_COVERAGE,SPECIALIZED_OUTPATIENT,NOT_INCLUDED
LUX_MED,SUBSCRIPTION,BOARD_MEMBERS,0-150,PHARMA_LIFE,COMPLEX,BENEFITS_COVERAGE,OUTPATIENT_SURGERY,NOT_INCLUDED
LUX_MED,SUBSCRIPTION,BOARD_MEMBERS,0-150,PHARMA_LIFE,COMPLEX,BENEFITS_COVERAGE,INPATIENT,NOT_INCLUDED
LUX_MED,SUBSCRIPTION,BOARD_MEMBERS,0-150,PHARMA_LIFE,COMPLEX,BENEFITS_COVERAGE,CHILDBIRTH,INCLUDED
LUX_MED,SUBSCRIPTION,BOARD_MEMBERS,0-150,PHARMA_LIFE,COMPLEX,HEALTH_MANAGEMENT,CANCER_PREVENTION,NOT_INCLUDED
LUX_MED,SUBSCRIPTION,BOARD_MEMBERS,0-150,PHARMA_LIFE,COMPLEX,HEALTH_MANAGEMENT,ROUTINE_TESTING,NOT_INCLUDED
LUX_MED,SUBSCRIPTION,BOARD_MEMBERS,0-150,PHARMA_LIFE,COMPLEX,HEALTH_MANAGEMENT,HEALTHY_EATING,NOT_INCLUDED
LUX_MED,SUBSCRIPTION,BOARD_MEMBERS,0-150,PHARMA_LIFE,COMPLEX,HEALTH_MANAGEMENT,OBESITY_DIABETES_PREVENTION,NOT_INCLUDED
LUX_MED,SUBSCRIPTION,BOARD_MEMBERS,0-150,PHARMA_LIFE,COMPLEX,HEALTH_MANAGEMENT,PHYSICAL_ACTIVITY,NOT_INCLUDED
LUX_MED,SUBSCRIPTION,BOARD_MEMBERS,0-150,PHARMA_LIFE,COMPLEX,HEALTH_MANAGEMENT,STRESS_MANAGEMENT,NOT_INCLUDED
